------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|   timestamp   |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    message                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |                    logStreamName                     |
| 1777789779300 | 2026-05-03T06:29:39.300Z 8abb4d3d-a94c-40ea-92e0-24a023f43ea8 INFO Response: {"message":"HELLO MALGUS FROM NODE!"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | 2026/05/03/[$LATEST]64257c9268524c06824df05f44d3f2a2 |
| 1777789779341 | END RequestId: 8abb4d3d-a94c-40ea-92e0-24a023f43ea8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 2026/05/03/[$LATEST]64257c9268524c06824df05f44d3f2a2 |
| 1777789779342 | REPORT RequestId: 8abb4d3d-a94c-40ea-92e0-24a023f43ea8 Duration: 71.39 ms Billed Duration: 217 ms Memory Size: 128 MB Max Memory Used: 76 MB Init Duration: 144.62 ms                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | 2026/05/03/[$LATEST]64257c9268524c06824df05f44d3f2a2 |
| 1777790252014 | INIT_START Runtime Version: nodejs:24.v35 Runtime Version ARN: arn:aws:lambda:us-east-1::runtime:c2302199ed31b0efd546d792325846c2846e78ac566d3f1f711dfae134309d24                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | 2026/05/03/[$LATEST]f092a043bee94b9f8745086b7136133c |
| 1777790252151 | START RequestId: 93c6ef0a-8604-4aec-b39f-b3453fc4c8df Version: $LATEST                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | 2026/05/03/[$LATEST]f092a043bee94b9f8745086b7136133c |
| 1777790252169 | 2026-05-03T06:37:32.169Z 93c6ef0a-8604-4aec-b39f-b3453fc4c8df INFO Incoming event: {"resource":"/node","path":"/node","httpMethod":"GET","headers":{"Accept":"*/*","Host":"u5q49moozi.execute-api.us-east-1.amazonaws.com","User-Agent":"curl/8.19.0","X-Forwarded-For":"98.176.213.95","X-Forwarded-Port":"443","X-Forwarded-Proto":"https"},"multiValueHeaders":{"Accept":["*/*"],"Host":["u5q49moozi.execute-api.us-east-1.amazonaws.com"],"User-Agent":["curl/8.19.0"],"X-Forwarded-For":["98.176.213.95"],"X-Forwarded-Port":["443"],"X-Forwarded-Proto":["https"]},"queryStringParameters":null,"multiValueQueryStringParameters":null,"pathParameters":null,"stageVariables":null,"requestContext":{"resourceId":"03m1ko","resourcePath":"/node","httpMethod":"GET","extendedRequestId":"cxn-6HEQIAMElyA=","requestTime":"03/May/2026:06:37:31 +0000","path":"/prod/node","accountId":"866340886126","protocol":"HTTP/1.1","stage":"prod","domainPrefix":"u5q49moozi","requestTimeEpoch":1777790251830,"requestId":"a34cb165-8230-4edf-b774-596230c2cb5a","identity":{"cognitoIdentityPoolId":null,"accountId":null,"cognitoIdentityId":null,"caller":null,"sourceIp":"98.176.213.95","principalOrgId":null,"accessKey":null,"cognitoAuthenticationType":null,"cognitoAuthenticationProvider":null,"userArn":null,"userAgent":"curl/8.19.0","user":null},"domainName":"u5q49moozi.execute-api.us-east-1.amazonaws.com","deploymentId":"weggl0","apiId":"u5q49moozi"},"body":null,"isBase64Encoded":false}                              | 2026/05/03/[$LATEST]f092a043bee94b9f8745086b7136133c |
| 1777790252190 | 2026-05-03T06:37:32.190Z 93c6ef0a-8604-4aec-b39f-b3453fc4c8df INFO Response: {"message":"HELLO UNKNOWN FROM NODE!"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 2026/05/03/[$LATEST]f092a043bee94b9f8745086b7136133c |
| 1777790252230 | END RequestId: 93c6ef0a-8604-4aec-b39f-b3453fc4c8df                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 2026/05/03/[$LATEST]f092a043bee94b9f8745086b7136133c |
| 1777790252230 | REPORT RequestId: 93c6ef0a-8604-4aec-b39f-b3453fc4c8df Duration: 79.18 ms Billed Duration: 213 ms Memory Size: 128 MB Max Memory Used: 76 MB Init Duration: 133.29 ms                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | 2026/05/03/[$LATEST]f092a043bee94b9f8745086b7136133c |
| 1777790252580 | START RequestId: f7311b4e-d744-44da-9410-c459baabc145 Version: $LATEST                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | 2026/05/03/[$LATEST]f092a043bee94b9f8745086b7136133c |
| 1777790252581 | 2026-05-03T06:37:32.581Z f7311b4e-d744-44da-9410-c459baabc145 INFO Incoming event: {"resource":"/node","path":"/node","httpMethod":"GET","headers":{"Accept":"*/*","Host":"u5q49moozi.execute-api.us-east-1.amazonaws.com","User-Agent":"curl/8.19.0","X-Forwarded-For":"98.176.213.95","X-Forwarded-Port":"443","X-Forwarded-Proto":"https"},"multiValueHeaders":{"Accept":["*/*"],"Host":["u5q49moozi.execute-api.us-east-1.amazonaws.com"],"User-Agent":["curl/8.19.0"],"X-Forwarded-For":["98.176.213.95"],"X-Forwarded-Port":["443"],"X-Forwarded-Proto":["https"]},"queryStringParameters":null,"multiValueQueryStringParameters":null,"pathParameters":null,"stageVariables":null,"requestContext":{"resourceId":"03m1ko","resourcePath":"/node","httpMethod":"GET","extendedRequestId":"cxn_BFeeoAMEulg=","requestTime":"03/May/2026:06:37:32 +0000","path":"/prod/node","accountId":"866340886126","protocol":"HTTP/1.1","stage":"prod","domainPrefix":"u5q49moozi","requestTimeEpoch":1777790252555,"requestId":"dc0c9c2a-484b-449c-a78b-c2074686e6c7","identity":{"cognitoIdentityPoolId":null,"accountId":null,"cognitoIdentityId":null,"caller":null,"sourceIp":"98.176.213.95","principalOrgId":null,"accessKey":null,"cognitoAuthenticationType":null,"cognitoAuthenticationProvider":null,"userArn":null,"userAgent":"curl/8.19.0","user":null},"domainName":"u5q49moozi.execute-api.us-east-1.amazonaws.com","deploymentId":"weggl0","apiId":"u5q49moozi"},"body":null,"isBase64Encoded":false}                              | 2026/05/03/[$LATEST]f092a043bee94b9f8745086b7136133c |
| 1777790252581 | 2026-05-03T06:37:32.581Z f7311b4e-d744-44da-9410-c459baabc145 INFO Response: {"message":"HELLO UNKNOWN FROM NODE!"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 2026/05/03/[$LATEST]f092a043bee94b9f8745086b7136133c |
| 1777790252589 | END RequestId: f7311b4e-d744-44da-9410-c459baabc145                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 2026/05/03/[$LATEST]f092a043bee94b9f8745086b7136133c |
| 1777790252589 | REPORT RequestId: f7311b4e-d744-44da-9410-c459baabc145 Duration: 1.95 ms Billed Duration: 2 ms Memory Size: 128 MB Max Memory Used: 77 MB                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | 2026/05/03/[$LATEST]f092a043bee94b9f8745086b7136133c |
| 1777790252984 | START RequestId: bb36d66f-f1c8-4fe0-a350-72a2777b1f64 Version: $LATEST                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | 2026/05/03/[$LATEST]f092a043bee94b9f8745086b7136133c |
| 1777790252985 | 2026-05-03T06:37:32.985Z bb36d66f-f1c8-4fe0-a350-72a2777b1f64 INFO Incoming event: {"resource":"/node","path":"/node","httpMethod":"GET","headers":{"Accept":"*/*","Host":"u5q49moozi.execute-api.us-east-1.amazonaws.com","User-Agent":"curl/8.19.0","X-Forwarded-For":"98.176.213.95","X-Forwarded-Port":"443","X-Forwarded-Proto":"https"},"multiValueHeaders":{"Accept":["*/*"],"Host":["u5q49moozi.execute-api.us-east-1.amazonaws.com"],"User-Agent":["curl/8.19.0"],"X-Forwarded-For":["98.176.213.95"],"X-Forwarded-Port":["443"],"X-Forwarded-Proto":["https"]},"queryStringParameters":null,"multiValueQueryStringParameters":null,"pathParameters":null,"stageVariables":null,"requestContext":{"resourceId":"03m1ko","resourcePath":"/node","httpMethod":"GET","extendedRequestId":"cxn_FEPIIAMEvgQ=","requestTime":"03/May/2026:06:37:32 +0000","path":"/prod/node","accountId":"866340886126","protocol":"HTTP/1.1","stage":"prod","domainPrefix":"u5q49moozi","requestTimeEpoch":1777790252942,"requestId":"bd90cf78-8200-43cd-9db4-778031d49a5d","identity":{"cognitoIdentityPoolId":null,"accountId":null,"cognitoIdentityId":null,"caller":null,"sourceIp":"98.176.213.95","principalOrgId":null,"accessKey":null,"cognitoAuthenticationType":null,"cognitoAuthenticationProvider":null,"userArn":null,"userAgent":"curl/8.19.0","user":null},"domainName":"u5q49moozi.execute-api.us-east-1.amazonaws.com","deploymentId":"weggl0","apiId":"u5q49moozi"},"body":null,"isBase64Encoded":false}                              | 2026/05/03/[$LATEST]f092a043bee94b9f8745086b7136133c |
| 1777790252985 | 2026-05-03T06:37:32.985Z bb36d66f-f1c8-4fe0-a350-72a2777b1f64 INFO Response: {"message":"HELLO UNKNOWN FROM NODE!"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 2026/05/03/[$LATEST]f092a043bee94b9f8745086b7136133c |
| 1777790252989 | END RequestId: bb36d66f-f1c8-4fe0-a350-72a2777b1f64                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 2026/05/03/[$LATEST]f092a043bee94b9f8745086b7136133c |
